Product Name,Category,Displayed Price,Factured Price,Quantity,Product Link
MULTIFUNCTIONAL PISTOL LIGHTS,Electronics & Accessories,﷼199,332,$ 24,https://cod.network/affiliate/offers/0998e6b1-f9f5-4e61-b6f3-421baf88c46b
FACE MASK V,Health & Beauty,﷼199,88,$ 20,https://cod.network/affiliate/offers/c6aa5d15-e30b-438c-adee-9af7f8233ba2
DETOX FOOT PATCH,Health & Beauty,﷼199,41,$ 23,https://cod.network/affiliate/offers/37327d59-896f-4e36-9fb8-86a8ef1cce62
HAIR CLAMP BLACK PLASTIC JEWELED,Health & Beauty,﷼199,78,$ 20,https://cod.network/affiliate/offers/d79313eb-7076-4f35-9c4c-af654013eed5
CAR LUMBAR SUPPORT,Cars & accessories,﷼299,35,$ 23,https://cod.network/affiliate/offers/60b3c8b7-12bb-4ebf-93f9-531a4abc43d2
MORINGA BODY CREAM,Health & Beauty,﷼199,306,$ 20,https://cod.network/affiliate/offers/06183d70-8ee5-4c96-9316-8084ecc83495
CRYSTAL HAIR REMOVAL,Health & Beauty,﷼199,75,$ 28,https://cod.network/affiliate/offers/d960519f-5d60-4474-8aa6-846e8fda402a
DOUBLE SIDED TAPE HEAVY DUTY,"Home, Garden & Furniture",﷼189,556,$ 25,https://cod.network/affiliate/offers/c4cf761e-22be-4c26-b6ca-a9fef1ccab03
CAR INTERIOR LIGHTS,Cars & accessories,﷼249,81,$ 22,https://cod.network/affiliate/offers/d966d03b-a866-487e-a0ce-e2ac97966781
SHAMPOO BAR,Health & Beauty,﷼199,83,$ 25,https://cod.network/affiliate/offers/853c7252-9f02-47de-ad3d-d3cca1bf6b6a
REARVIEW MIRROR MOBILE PHONE CAR HOLDER,Cars & accessories,﷼199,31,$ 22,https://cod.network/affiliate/offers/1d01831f-71dd-4510-a7b3-8e9d4a1abc08
EROS POWERS,Health & Beauty,﷼299,53,$ 30,https://cod.network/affiliate/offers/634ff270-1dfe-49dd-842f-e79fbb67aea9
WATER ABSORBENT FLOOR RUG,"Home, Garden & Furniture",﷼249,79,$ 22,https://cod.network/affiliate/offers/f87207f9-9d2b-481e-9b1a-5d217805a356
ECOMWEBLIFE BLACK FULL SHAMPOO BAR,Health & Beauty,﷼199,83,$ 25,https://cod.network/affiliate/offers/992d9f2f-20d6-4448-9341-396a747d89c3
DYY1 WIRELESS HEADPHONE,Cars & accessories,﷼299,125,$ 25,https://cod.network/affiliate/offers/cc789c0a-f900-45d6-b818-9fc39932a474
SMART SUNGLASSES,Cars & accessories,﷼299,248,$ 25,https://cod.network/affiliate/offers/49dc37d6-aa00-4a8f-a8b6-de334441fb55
MULTIFUNCTIONAL SHOVEL - KSA,Cars & accessories,﷼299,56,$ 25,https://cod.network/affiliate/offers/efa11d87-c5a0-4080-bc73-be15a6f21f74
KIDS TOOTHBRUSH U-SHAPED - HEART,Health & Beauty,﷼199,401,$ 22,https://cod.network/affiliate/offers/8ad15b85-58f9-4222-8ea2-4b4103bf2d2c
KIDS TOOTHBRUSH U-SHAPED - OVAL,Health & Beauty,﷼199,471,$ 22,https://cod.network/affiliate/offers/06794a7c-a672-4206-80e6-5c6576648e23
GEL SEAT CUSHION,Health & Beauty,﷼299,39,$ 25,https://cod.network/affiliate/offers/3274f37a-7b43-4ced-a06c-fbed37806f04
BAELLERRY MEN WALLET - BLACK,Cars & accessories,﷼199,164,$ 22,https://cod.network/affiliate/offers/e02189ee-d1ea-460d-b997-191c9d18711c
VEGETABLE SLICER,"Home, Garden & Furniture",﷼189,221,$ 26,https://cod.network/affiliate/offers/2f654564-c0ae-45ad-a715-9e51b2eb7ad4
PHONE TELESCOPE LENS,Cars & accessories,﷼199,209,$ 22,https://cod.network/affiliate/offers/26da1d8b-a3aa-4a00-9ad9-4b1d095d9cd5
ANTI SNORING DEVICE,Health & Beauty,﷼199,44,$ 22,https://cod.network/affiliate/offers/241a3463-d333-4a58-ab57-74e95e50cf95
WATER SPRAY GUN WITH BUILT IN SOAP,Cars & accessories,﷼199,58,$ 22,https://cod.network/affiliate/offers/a5db2d47-66a3-4df0-b76d-329e57859212
PORTABLE JUICE BLENDER,"Home, Garden & Furniture",﷼199,47,$ 22,https://cod.network/affiliate/offers/02f624cf-c20b-4b77-b3d8-949b0653318c
CHARCOAL SHAMPO BAR,Health & Beauty,﷼199,49,$ 22,https://cod.network/affiliate/offers/6a3c740e-c887-4dde-886a-f995388a2c1e
AIR PUMP,Cars & accessories,﷼299,46,$ 25,https://cod.network/affiliate/offers/1471f1d9-b477-4a52-80ea-fa5d49e73926
BEARD FILLER PEN FOR MEN,Health & Beauty,﷼199,45,$ 22,https://cod.network/affiliate/offers/061c06d0-a006-4bac-9315-24e3048d8b40
SEWING MACHINE,"Home, Garden & Furniture",﷼299,180,$ 22,https://cod.network/affiliate/offers/1307633b-3327-40c7-9a22-af830c3770ed
COOKING PAN,"Home, Garden & Furniture",﷼269,13,$ 25,https://cod.network/affiliate/offers/7399ae0c-2913-4272-9a23-24e4b9b5fef8
DEAD SKIN REMOVAL MACHINE,Health & Beauty,﷼179,132,$ 26,https://cod.network/affiliate/offers/d4a5ffcf-8ff9-40b1-b925-6d3302718d41
BOX CIGARETTE CONTAINER,Cars & accessories,﷼199,360,$ 22,https://cod.network/affiliate/offers/d65aae09-6128-4296-9d17-a5121ffabeaf
SILICONE HAND GLOVES,"Home, Garden & Furniture",﷼199,267,$ 22,https://cod.network/affiliate/offers/d80f263f-8bce-49ea-be92-a6ce7322a4a5
LASER PEN FOR SKIN CARE,Health & Beauty,﷼199,149,$ 22,https://cod.network/affiliate/offers/3209a2de-ade0-401f-ae8c-79cd6f8f3317
MULTI-FUNCTIONAL TOILET CHAIR,Health & Beauty,﷼199,307,$ 22,https://cod.network/affiliate/offers/6966aad9-fe04-44ad-b242-c9d1a4530dbd
STORAGE BUCKET AND SPICE BOX,"Home, Garden & Furniture",د.ك21,440,$ 20,https://cod.network/affiliate/offers/7a7c2f56-29eb-4d69-a7e9-7b71033cc2c4
ENERGY SAVING DEVICE,Electronics & Accessories,د.ك16,827,$ 20,https://cod.network/affiliate/offers/0855c042-e459-4efc-8967-b5fd433dc17c
CROSSBODY BAG FOR WOMEN,"Home, Garden & Furniture",د.ك16,71,$ 26,https://cod.network/affiliate/offers/fafc9e83-e8b1-4078-84ac-8def622d5bce
CROSSBODY BAG FOR WOMEN,Health & Beauty,د.ك16,82,$ 26,https://cod.network/affiliate/offers/f3fe828d-bbf9-4c7a-b7d7-feef4c228a78
MAGNETIC EYELASHES PACK,Health & Beauty,د.ك19,486,$ 21,https://cod.network/affiliate/offers/a20f9476-d074-4a69-8d8c-a8e80b498afb
SILVER MAGNETIC RING - KWT,Health & Beauty,د.ك17,942,$ 25,https://cod.network/affiliate/offers/0ea0f534-7888-46d2-ba45-816de9e06588
BLUETOOTH TRACKER DEVICE,Electronics & Accessories,د.ك17,474,$ 23,https://cod.network/affiliate/offers/9cba8b39-4ed5-4217-bb95-cd7a9cd33734
MENISCUS PASTE -KWT,Health & Beauty,د.ك16,737,$ 23,https://cod.network/affiliate/offers/e980f8bb-0878-4834-aac9-71340bcaea4e
CAR DEODORIZER,Cars & accessories,د.ك18,121,$ 23,https://cod.network/affiliate/offers/19e60547-131b-4e6a-90da-e2ab8917de37
MULTI-PURPOSE LIGHTER,Electronics & Accessories,د.ك18,127,$ 22,https://cod.network/affiliate/offers/ab1dc290-15da-4723-9dd8-d02a40b860fc
HAROUF PERFUME,Health & Beauty,د.ك20,613,$ 25,https://cod.network/affiliate/offers/15981b1a-1346-4933-b67b-395bf3b8a778
EYELASH CURLER ELECTRIC (WHITE),Health & Beauty,د.ك18,156,$ 22,https://cod.network/affiliate/offers/a4da08d5-aaef-417c-9c1d-e2a2a0dbd386
SLIMMING PATCH -KWT,Health & Beauty,د.ك16,1804,$ 25,https://cod.network/affiliate/offers/32cc4ca2-047b-4178-9c2a-7fd91fc9758c
ULTRASONIC INSECT REPELLENT DEVICE,Electronics & Accessories,د.ك18,198,$ 21,https://cod.network/affiliate/offers/0d2b10c1-33c0-48bd-a0fe-1aeac65f2315
LIP SERUM - KWT,Health & Beauty,د.ك16,453,$ 25,https://cod.network/affiliate/offers/df829d88-d3eb-44ff-b01e-550c0af38e2f
FRECKLE REMOVER,Health & Beauty,د.ك17,966,$ 25,https://cod.network/affiliate/offers/2c368747-eb19-42ed-8d9b-cc963bc5b45f
TENNIS TRAINING EQUIPMENT,Toys & Games,د.ك18,78,$ 24,https://cod.network/affiliate/offers/7886b658-17d1-4373-8656-46a975a06df0
AROMA LAMP,"Home, Garden & Furniture",د.ك18,283,$ 21,https://cod.network/affiliate/offers/a502bfde-9bc1-47ae-85b7-7d61aa0db266
SMALL ELECTRIC MASSAGER - KWT,Health & Beauty,د.ك17,488,$ 24,https://cod.network/affiliate/offers/c214893e-f498-4215-a20b-71a8e277b1ad
BODY SHAPING BELT - KWT,Health & Beauty,د.ك15,501,$ 20,https://cod.network/affiliate/offers/b25ae003-a8d9-470e-95f9-1921bfae0999
SHOULDER SPRAY PAIN RELIEF -KWT,Health & Beauty,د.ك16,926,$ 20,https://cod.network/affiliate/offers/b19d0bbb-df1b-46d4-810c-75937ad42f88
YELLOW PEEL OIL - KWT,Health & Beauty,د.ك16,965,$ 20,https://cod.network/affiliate/offers/c2911b9e-1292-4576-a519-171c43377ee7
COLLAGEN FIRMING MASK - KWT,Health & Beauty,د.ك19,99,$ 25,https://cod.network/affiliate/offers/25a52e6f-2d0c-4629-a374-0d6ae759370c
FUNGUS FOOT SPRAY,Health & Beauty,د.ك19,94,$ 25,https://cod.network/affiliate/offers/c21403ce-cb82-4c78-a923-0805b183ca14
SPRAY HERBAL PILES,Health & Beauty,د.ك17,773,$ 21,https://cod.network/affiliate/offers/425ee939-6603-4b53-8eaf-83cb9a7d7db4
ADJUSTABLE SWIVEL SPOUT,"Home, Garden & Furniture",د.ك25,168,$ 25,https://cod.network/affiliate/offers/8959599c-6eb8-4e91-822d-9d11f270e831
ELECTRIC PEDICURE DEVICE - KWT,Health & Beauty,د.ك16,457,$ 21,https://cod.network/affiliate/offers/09f9c125-1b0e-429d-b621-32d508208522
TEETH WHITENING GEL - KWT,Health & Beauty,د.ك16,437,$ 23,https://cod.network/affiliate/offers/49ff6382-5f5a-4cdb-8e38-63b70ed334d0
COLLAGEN FACE SERUM SET - KWT,Health & Beauty,د.ك17,150,$ 21,https://cod.network/affiliate/offers/f3c45a95-631b-492c-8d73-21c5cb13e792
ELECTRIC MINI SHAVER - KWT,Electronics & Accessories,د.ك17,486,$ 24,https://cod.network/affiliate/offers/6f07e832-c1d0-4617-9947-dfaadbdbb411
ELECTRIC FOOT MASSAGER - KWT,Health & Beauty,د.ك17,456,$ 23,https://cod.network/affiliate/offers/44ba4104-20f5-4c80-b544-9911a09c37d6
BLACK HAIR SHAMPOO - KWT,Health & Beauty,د.ك16,408,$ 20,https://cod.network/affiliate/offers/1ed43206-a826-47b4-a9ae-dde2827b050f
MOBILE PHONE HOLDER - KWT,Cars & accessories,د.ك16,487,$ 21,https://cod.network/affiliate/offers/ffc7bfdd-01d5-43bb-94a7-929195879377
LED MOTION SENSOR - KWT,Electronics & Accessories,د.ك21,150,$ 22,https://cod.network/affiliate/offers/897e3e34-dbdc-4d84-ba1e-216437c7bdde
SMART TRASH CAN,"Home, Garden & Furniture",د.ك22,280,$ 22,https://cod.network/affiliate/offers/72504e5f-2b06-47c3-93cb-5f56a8e6c496
PROFESSIONAL HAIR TRIMMER,Electronics & Accessories,د.ك19,112,$ 21,https://cod.network/affiliate/offers/d90800cc-3554-468b-b512-5855c9bfdde1
AUTOMATIC REBOUND ABDOMINAL WHEEL (ORANGE),"Home, Garden & Furniture",د.ك21,126,$ 20,https://cod.network/affiliate/offers/6d001096-3a42-4808-ae41-a476f66eccb1
EMS FACIAL MASSAGER (4HEADS),Electronics & Accessories,د.ك19,490,$ 20,https://cod.network/affiliate/offers/8ec26ff9-ae26-47d2-946d-59b130413f3a
LUMBAR MASSAGER (GREEN),"Home, Garden & Furniture",د.ك18,77,$ 21,https://cod.network/affiliate/offers/752a47ef-a055-4514-a0cc-9fcbdd9cdefb
RETINOL DRAGON'S BLOOD CREAM,Health & Beauty,د.ك18,86,$ 21,https://cod.network/affiliate/offers/cd235e2e-baf5-49cc-ae10-f334990c8ff0
WATERPROOF 3D TOUCH HEADPHONES,Electronics & Accessories,د.ك18,373,$ 20,https://cod.network/affiliate/offers/2e64fd3b-90b2-44d4-af17-2f7f5c47ce98
MOSQUITO KILLER,Electronics & Accessories,د.ك18,97,$ 21,https://cod.network/affiliate/offers/ec1ceae0-3fe7-4c82-bfbb-cb6d79941a8a
NIGHT LIGHTS (BLACK),Electronics & Accessories,د.ك19,140,$ 21,https://cod.network/affiliate/offers/c09e2d77-7f90-4d3d-8d81-cb8cf650d859
ARABIC EDUCATIONAL BOOKS,Education,د.ك17,141,$ 22,https://cod.network/affiliate/offers/2f9ed86c-b4af-4af8-abd4-cc2e9f0d8c28
CUPPING THERAPY MASSAGER - KWT,Health & Beauty,د.ك21,73,$ 21,https://cod.network/affiliate/offers/3fb7973a-4769-4d50-a466-f6f4142357ae
BRACELET WITH NECKLACE - KWT,Health & Beauty,د.ك18,65,$ 20,https://cod.network/affiliate/offers/6620f96b-6597-4a46-9472-1c26c94a639a
VACUUM FOOD SEALER,"Home, Garden & Furniture",د.ك17,62,$ 20,https://cod.network/affiliate/offers/51ff2ffe-02cb-45f8-a6d7-faa00b838e0e
CURTAIN LIGHTS,"Home, Garden & Furniture",د.ك19,112,$ 20,https://cod.network/affiliate/offers/6d7abc91-42c2-40d3-8295-ce7babf26b03
WATERPROOF EXPANDABLE HANDBAG,Health & Beauty,د.ك21,76,$ 25,https://cod.network/affiliate/offers/98d82872-e059-4f13-b7bb-f89020fa9fdf
NEOPRENE ARM SHAPER,Health & Beauty,د.ك19,97,$ 22,https://cod.network/affiliate/offers/b97fa244-9685-49a8-ba67-f1133c78602d
MULTIFUNCTIONAL BROOM,"Home, Garden & Furniture",د.ك19,298,$ 22,https://cod.network/affiliate/offers/53ed081d-8a47-4df2-acda-5795b2a00e34
MOSAIC PUZZLE TOY,Education,د.ك19,81,$ 22,https://cod.network/affiliate/offers/3a60b85f-9eff-4b13-a474-6d8708f8b2ff
MULTIFUNCTIONAL SHOVEL,Cars & accessories,د.ك25,535,$ 25,https://cod.network/affiliate/offers/5a0f1ed1-b859-4ea9-9cef-b282016f4b36
CAR WASH FOAM GUN KWT,Cars & accessories,د.ك25,98,$ 25,https://cod.network/affiliate/offers/32324f10-d911-4277-9eb4-730597ac174f
SINK CLEANING HOOK,"Home, Garden & Furniture",د.ك19,244,$ 25,https://cod.network/affiliate/offers/e8385e76-5bcd-4ccf-b70e-5ded8e462eaf
HAIR REMOVAL TOOL,Health & Beauty,د.ك19,152,$ 24,https://cod.network/affiliate/offers/a92ddc54-ff81-4bb7-b916-8491e09f700e
